path,dog,cat
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10319.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1032.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10320.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10321.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10322.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10323.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10324.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10325.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10326.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10327.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10328.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10329.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1033.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10330.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10331.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10332.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10333.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10334.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10335.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10336.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10337.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10338.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10339.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1034.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10340.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10341.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10342.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10343.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10344.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10345.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10346.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10347.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10348.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10349.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1035.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10350.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10351.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10352.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10353.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10354.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10355.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10356.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10357.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10358.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10359.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1036.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10360.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10361.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10362.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10363.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10364.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10365.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10366.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10367.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10368.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10369.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1037.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10370.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10371.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10372.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10373.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10374.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10375.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10376.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10377.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10378.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10379.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1038.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10380.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10381.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10382.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10383.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10384.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10385.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10386.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10387.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10388.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10389.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1039.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10390.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10391.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10392.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10393.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10394.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10395.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10396.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10397.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10398.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10399.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.104.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1040.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10400.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10401.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10402.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10403.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10404.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10405.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10406.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10407.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10408.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10409.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1041.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10410.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10411.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10412.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10413.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10414.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10415.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10416.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10417.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10418.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10419.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1042.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10420.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10421.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10422.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10423.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10424.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10425.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10426.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10427.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10428.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10429.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1043.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10430.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10431.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10432.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10433.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10434.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10435.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10436.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10437.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10438.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10439.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1044.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10440.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10441.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10442.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10443.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10444.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10445.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10446.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10447.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10448.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10449.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1045.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10450.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10451.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10452.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10453.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10454.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10455.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10456.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10457.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10458.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10459.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1046.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10460.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10461.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10462.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10463.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10464.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10465.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10466.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10467.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10468.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10469.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1047.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10470.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10471.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10472.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10473.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10474.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10475.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10476.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10477.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10478.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10479.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1048.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10480.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10481.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10482.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10483.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10484.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10485.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10486.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10487.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10488.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10489.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1049.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10490.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10491.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10492.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10493.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10494.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10495.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10496.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10497.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10498.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10499.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.105.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1050.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10500.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10501.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10502.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10503.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10504.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10505.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10506.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10507.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10508.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10509.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1051.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10510.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10511.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10512.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10513.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10514.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10515.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10516.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10517.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10518.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10519.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1052.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10520.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10521.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10522.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10523.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10524.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10525.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10526.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10527.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10528.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10529.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1053.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10530.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10531.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10532.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10533.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10534.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10535.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10536.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10537.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10538.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10539.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1054.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10540.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10541.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10542.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10543.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10544.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10545.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10546.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10547.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10548.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10549.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1055.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10550.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10551.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10552.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10553.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10554.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10555.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10556.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10557.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10558.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10559.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1056.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10560.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10561.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10562.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10563.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10564.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10565.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10566.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10567.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10568.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10569.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1057.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10570.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10571.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10572.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10573.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10574.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10575.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10576.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10577.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10578.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10579.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1058.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10580.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10581.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10582.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10583.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10584.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10585.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10586.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10587.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10588.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10589.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1059.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10590.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10591.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10592.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10593.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10594.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10595.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10596.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10597.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10598.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10599.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.106.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1060.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10600.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10601.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10602.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10603.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10604.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10605.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10606.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10607.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10608.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10609.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1061.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10610.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10611.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10612.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10613.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10614.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10615.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10616.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10617.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10618.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10619.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1062.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10620.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10621.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10622.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10623.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10624.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10625.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10626.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10627.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10628.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10629.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1063.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10630.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10631.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10632.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10633.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10634.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10635.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10636.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10637.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10638.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10639.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.1064.jpg,0,1
D:\111project\github\041-111project\data\CatsandDogs\train\cat.10640.jpg,0,1
